"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","list_price","standard_cost","product_first_sold_date","month","profit"
62,33,1824,"18/12/17",TRUE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,33888,"Dec",144.26
63,35,368,"17/12/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,42688,"Dec",448.68
64,0,2000,"08/07/17",FALSE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,39031,"Jul",110.81
65,28,825,"16/05/17",TRUE,"Approved","Norco Bicycles","Standard","medium","small",1216.14,1082.36,42696,"May",133.78
66,86,3315,"23/02/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,36367,"Feb",110.56
67,2,75,"03/07/17",TRUE,"Approved","Solex","Standard","medium","medium",71.49,53.62,41245,"Jul",17.87
68,4,1498,"30/09/17",TRUE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,38258,"Sep",451.65
69,38,1612,"21/10/17",TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,41167,"Oct",1702.55
70,27,2192,"06/05/17",TRUE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,36334,"May",110.81
71,54,419,"03/01/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1292.84,13.44,39915,"Jan",1279.4
72,77,3307,"09/05/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,40672,"May",1660.88
73,22,2430,"23/07/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",60.34,45.26,34165,"Jul",15.08
74,56,1506,"21/01/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,35707,"Jan",45.96
75,58,1346,"20/06/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",912.52,141.4,42295,"Jun",771.12
76,22,927,"10/03/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",60.34,45.26,33552,"Mar",15.08
77,50,763,"02/06/17",FALSE,"Approved","WeareA2B","Standard","medium","small",175.89,131.92,37668,"Jun",43.97
78,80,2397,"07/11/17",FALSE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,36145,"Nov",139.23
79,87,102,"12/09/17",TRUE,"Approved","Giant Bicycles","Standard","high","medium",1179,707.4,35667,"Sep",471.6
80,15,2884,"16/12/17",FALSE,"Approved","Norco Bicycles","Standard","low","medium",958.74,748.9,38693,"Dec",209.84
81,84,759,"07/10/17",TRUE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,33879,"Oct",198.22
82,21,773,"27/04/17",TRUE,"Approved","Solex","Standard","medium","large",1071.23,380.74,40670,"Apr",690.49
83,0,3398,"01/04/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,37626,"Apr",110.56
84,33,3297,"02/11/17",TRUE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,33888,"Nov",144.26
85,84,2434,"13/02/17",TRUE,"Approved","Trek Bicycles","Road","medium","medium",290.62,215.14,38339,"Feb",75.48
86,1,1861,"19/07/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,38258,"Jul",448.68
87,27,1233,"23/05/17",FALSE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,33455,"May",110.81
88,31,1390,"06/08/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",752.64,205.36,34079,"Aug",547.28
89,0,2682,"04/04/17",TRUE,"Approved","OHM Cycles","Road","high","large",12.01,7.21,40303,"Apr",4.8
90,62,439,"15/08/17",TRUE,"Approved","Solex","Standard","medium","medium",478.16,298.72,34143,"Aug",179.44
91,17,1579,"15/04/17",TRUE,"Approved","Solex","Standard","high","medium",1024.66,614.8,35160,"Apr",409.86
92,73,2984,"25/07/17",TRUE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,36668,"Jul",1612.25
93,33,3470,"28/11/17",TRUE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,36498,"Nov",144.26
94,86,1,"23/12/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,38482,"Dec",110.56
95,45,757,"26/02/17",FALSE,"Approved","Solex","Standard","medium","medium",441.49,84.99,34071,"Feb",356.5
96,1,1778,"21/02/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,40649,"Feb",448.68
97,80,211,"31/05/17",TRUE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,38339,"May",139.23
99,95,32,"26/03/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",569.56,528.43,37874,"Mar",41.13
100,0,119,"31/07/17",FALSE,"Approved","Solex","Standard","medium","medium",478.16,298.72,36146,"Jul",179.44
101,18,2347,"27/07/17",FALSE,"Approved","Norco Bicycles","Standard","high","medium",1148.64,689.18,42226,"Jul",459.46
102,4,2353,"14/04/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,40649,"Apr",451.65
103,33,788,"12/11/17",FALSE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,33888,"Nov",144.26
104,78,1468,"12/09/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,38193,"Sep",1055.82
105,89,821,"26/10/17",FALSE,"Approved","WeareA2B","Touring","medium","large",1362.99,57.74,41434,"Oct",1305.25
106,70,2489,"15/02/17",FALSE,"Approved","Trek Bicycles","Standard","high","medium",495.72,297.43,42105,"Feb",198.29
107,79,2710,"22/12/17",FALSE,"Approved","Norco Bicycles","Standard","medium","medium",1555.58,818.01,37873,"Dec",737.57
108,26,947,"11/10/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1992.93,762.63,34115,"Oct",1230.3
109,39,1335,"27/03/17",TRUE,"Approved","Giant Bicycles","Standard","medium","large",1812.75,582.48,38991,"Mar",1230.27
110,36,1076,"04/11/17",FALSE,"Approved","Solex","Standard","low","medium",945.04,507.58,35052,"Nov",437.46
111,0,3320,"11/06/17",TRUE,"Approved","OHM Cycles","Standard","low","medium",71.16,56.93,42172,"Jun",14.23
112,84,779,"09/10/17",FALSE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,33879,"Oct",198.22
113,98,3296,"07/06/17",TRUE,"Approved","Trek Bicycles","Standard","high","medium",358.39,215.03,33364,"Jun",143.36
114,75,455,"24/10/17",TRUE,"Approved","Giant Bicycles","Touring","medium","large",1873.97,863.95,37873,"Oct",1010.02
115,76,1779,"01/05/17",FALSE,"Approved","WeareA2B","Standard","low","medium",642.31,513.85,38482,"May",128.46
116,72,2703,"21/11/17",TRUE,"Approved","Norco Bicycles","Standard","medium","medium",360.4,270.3,40553,"Nov",90.1
117,42,806,"24/03/17",FALSE,"Approved","OHM Cycles","Road","medium","small",1810,1610.9,34071,"Mar",199.1
118,20,22,"21/03/17",FALSE,"Approved","Trek Bicycles","Standard","medium","small",1775.81,1580.47,40303,"Mar",195.34
119,64,1591,"20/02/17",FALSE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,38647,"Feb",872.89
120,0,678,"16/06/17",FALSE,"Approved","Trek Bicycles","Standard","high","medium",495.72,297.43,42105,"Jun",198.29
121,25,50,"04/12/17",FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,33888,"Dec",709.34
122,24,1038,"01/12/17",TRUE,"Approved","Solex","Road","medium","large",1777.8,820.78,34115,"Dec",957.02
123,31,1453,"05/03/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",752.64,205.36,42218,"Mar",547.28
124,98,1339,"21/03/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,35470,"Mar",693.76
125,22,3382,"03/01/17",TRUE,"Approved","Solex","Standard","medium","medium",575.27,431.45,41345,"Jan",143.82
126,53,773,"01/04/17",FALSE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,37823,"Apr",693.76
127,84,2503,"16/03/17",TRUE,"Approved","Trek Bicycles","Road","medium","medium",290.62,215.14,38482,"Mar",75.48
128,25,1057,"26/02/17",FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,42404,"Feb",709.34
129,50,1397,"05/06/17",FALSE,"Approved","WeareA2B","Standard","medium","small",175.89,131.92,42295,"Jun",43.97
130,44,2134,"04/09/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,40672,"Sep",1660.88
131,96,2403,"18/01/17",TRUE,"Approved","WeareA2B","Road","low","small",1172.78,1043.77,37539,"Jan",129.01
132,12,1937,"28/09/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,38216,"Sep",1069.55
133,93,1282,"02/09/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1065.03,230.09,37539,"Sep",834.94
134,78,2183,"09/05/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,33429,"May",1055.82
135,84,1788,"17/10/17",FALSE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,38859,"Oct",198.22
136,65,1170,"25/04/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1807.45,778.69,42105,"Apr",1028.76
138,29,1940,"02/08/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1065.03,230.09,36833,"Aug",834.94
139,32,2073,"25/03/17",FALSE,"Cancelled","Giant Bicycles","Standard","high","medium",1179,707.4,36833,"Mar",471.6
140,11,462,"01/01/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1274.93,764.96,42560,"Jan",509.97
141,10,2728,"22/12/17",FALSE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,37499,"Dec",1612.25
142,46,2053,"25/12/17",FALSE,"Approved","Solex","Standard","low","medium",1289.85,74.51,41064,"Dec",1215.34
143,60,2135,"26/01/17",TRUE,"Approved","Giant Bicycles","Standard","high","small",1977.36,1759.85,41047,"Jan",217.51
144,92,1217,"20/12/17",FALSE,"Approved","WeareA2B","Touring","medium","large",1890.39,260.14,33259,"Dec",1630.25
145,7,2992,"07/06/17",TRUE,"Approved","Trek Bicycles","Road","low","medium",980.37,234.43,38693,"Jun",745.94
146,41,3261,"06/04/17",TRUE,"Approved","Solex","Road","medium","medium",416.98,312.74,35560,"Apr",104.24
147,67,2748,"25/04/17",TRUE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,38647,"Apr",167.21
148,14,3262,"13/01/17",FALSE,"Approved","Trek Bicycles","Standard","medium","small",1386.84,1234.29,37838,"Jan",152.55
149,89,788,"21/03/17",FALSE,"Approved","WeareA2B","Touring","medium","large",1362.99,57.74,34079,"Mar",1305.25
150,9,3067,"21/11/17",TRUE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,34586,"Nov",75.14
151,31,701,"11/11/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",230.91,173.18,37698,"Nov",57.73
152,92,648,"16/10/17",FALSE,"Approved","WeareA2B","Standard","medium","small",1415.01,1259.36,36833,"Oct",155.65
153,37,3286,"19/08/17",TRUE,"Approved","OHM Cycles","Standard","low","medium",1793.43,248.82,36361,"Aug",1544.61
154,3,3383,"06/04/17",TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,40784,"Apr",1702.55
155,56,982,"04/11/17",TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,42404,"Nov",75.75
156,14,676,"22/08/17",TRUE,"Approved","Solex","Standard","high","large",1842.92,1105.75,37873,"Aug",737.17
157,6,385,"15/09/17",TRUE,"Approved","Solex","Standard","high","medium",748.17,448.9,42105,"Sep",299.27
158,50,1229,"01/03/17",TRUE,"Approved","WeareA2B","Standard","medium","small",175.89,131.92,39915,"Mar",43.97
159,10,3232,"16/08/17",FALSE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,41345,"Aug",1103.43
161,69,2381,"10/07/17",FALSE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,42105,"Jul",198.22
162,78,371,"11/12/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,38193,"Dec",1055.82
163,80,2519,"20/05/17",TRUE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,42226,"May",139.23
164,17,2264,"30/07/17",FALSE,"Approved","Solex","Standard","high","medium",1024.66,614.8,35378,"Jul",409.86
165,3,2637,"25/10/17",TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,38573,"Oct",1702.55
166,78,3262,"27/11/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,38193,"Nov",1055.82
168,87,2267,"02/02/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1179,707.4,35667,"Feb",471.6
169,97,456,"02/05/17",FALSE,"Approved","Solex","Standard","medium","large",202.62,151.96,38002,"May",50.66
171,100,3121,"22/10/17",FALSE,"Approved","Norco Bicycles","Road","medium","medium",1036.59,206.35,33364,"Oct",830.24
172,55,2365,"11/04/17",TRUE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,33259,"Apr",1295.43
173,100,2528,"16/11/17",FALSE,"Approved","Norco Bicycles","Road","medium","medium",1036.59,206.35,33364,"Nov",830.24
174,10,3151,"17/12/17",FALSE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,34586,"Dec",1103.43
175,25,3241,"23/12/17",FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,42696,"Dec",709.34
176,74,1335,"30/03/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1228.07,400.91,37873,"Mar",827.16
177,90,2234,"13/04/17",FALSE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,38482,"Apr",72.6
178,56,3226,"25/07/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,35707,"Jul",45.96
179,62,1365,"31/01/17",FALSE,"Approved","Solex","Standard","medium","medium",478.16,298.72,34143,"Jan",179.44
180,20,3349,"18/03/17",TRUE,"Approved","Trek Bicycles","Standard","medium","small",1775.81,1580.47,40303,"Mar",195.34
181,17,1002,"24/02/17",FALSE,"Approved","Solex","Standard","high","medium",1024.66,614.8,40670,"Feb",409.86
182,16,2282,"18/02/17",FALSE,"Approved","Norco Bicycles","Standard","high","small",1661.92,1479.11,41345,"Feb",182.81
183,46,2656,"07/01/17",FALSE,"Approved","Solex","Standard","low","medium",1289.85,74.51,41064,"Jan",1215.34
184,71,2409,"05/07/17",TRUE,"Approved","Solex","Standard","high","large",1842.92,1105.75,34996,"Jul",737.17
185,91,1711,"19/11/17",FALSE,"Approved","WeareA2B","Standard","low","medium",642.31,513.85,38193,"Nov",128.46
186,17,2582,"08/11/17",TRUE,"Approved","Solex","Standard","high","medium",1024.66,614.8,35378,"Nov",409.86
187,1,1005,"24/07/17",TRUE,"Approved","Giant Bicycles","Touring","medium","large",1873.97,863.95,37873,"Jul",1010.02
188,3,1597,"15/01/17",TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,41167,"Jan",1702.55
189,56,2713,"12/01/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,34143,"Jan",45.96
190,37,1435,"27/11/17",TRUE,"Approved","OHM Cycles","Standard","low","medium",1793.43,248.82,40672,"Nov",1544.61
191,34,1477,"30/06/17",TRUE,"Approved","Norco Bicycles","Road","high","large",774.53,464.72,39526,"Jun",309.81
192,0,1614,"15/07/17",TRUE,"Approved","Giant Bicycles","Standard","medium","medium",230.91,173.18,39031,"Jul",57.73
193,12,1254,"22/06/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,39880,"Jun",1069.55
194,25,1423,"02/05/17",FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,40553,"May",709.34
195,81,276,"27/12/17",FALSE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,33429,"Dec",64.51
196,19,1315,"21/12/17",TRUE,"Approved","OHM Cycles","Road","high","large",12.01,7.21,36334,"Dec",4.8
197,45,591,"23/05/17",TRUE,"Approved","Solex","Standard","medium","medium",441.49,84.99,34071,"May",356.5
198,74,1017,"02/02/17",FALSE,"Approved","WeareA2B","Standard","medium","medium",1762.96,950.52,41848,"Feb",812.44
199,33,2123,"08/06/17",FALSE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,33888,"Jun",144.26
200,57,2889,"15/04/17",TRUE,"Approved","WeareA2B","Touring","medium","large",1890.39,260.14,34143,"Apr",1630.25
201,0,3208,"05/09/17",TRUE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,41064,"Sep",133.38
202,23,2406,"26/02/17",TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,39031,"Feb",75.75
203,67,2041,"29/07/17",FALSE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,38647,"Jul",167.21
204,81,1598,"03/07/17",TRUE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,33429,"Jul",64.51
205,58,1842,"27/05/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",912.52,141.4,42295,"May",771.12
206,5,141,"05/05/17",FALSE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,38573,"May",451.65
207,94,1321,"09/09/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1635.3,993.66,41434,"Sep",641.64
208,51,183,"21/05/17",FALSE,"Approved","OHM Cycles","Standard","high","medium",2005.66,1203.4,41009,"May",802.26
209,59,2591,"22/09/17",FALSE,"Approved","WeareA2B","Standard","medium","small",1415.01,1259.36,37626,"Sep",155.65
210,63,3356,"12/04/17",TRUE,"Approved","Solex","Standard","medium","medium",1483.2,99.59,33879,"Apr",1383.61
211,40,766,"07/05/17",TRUE,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,38750,"May",583.27
212,80,1596,"13/01/17",FALSE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,38647,"Jan",872.89
213,82,520,"14/12/17",FALSE,"Approved","Norco Bicycles","Standard","high","medium",1148.64,689.18,42226,"Dec",459.46
214,46,868,"22/03/17",TRUE,"Approved","Solex","Standard","low","medium",1289.85,74.51,41009,"Mar",1215.34
215,78,2999,"30/09/17",FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,42226,"Sep",1055.82
216,72,352,"29/11/17",TRUE,"Approved","Norco Bicycles","Standard","medium","medium",360.4,270.3,42710,"Nov",90.1
217,75,1140,"09/06/17",FALSE,"Approved","Giant Bicycles","Touring","medium","large",1873.97,863.95,38193,"Jun",1010.02
218,40,621,"21/04/17",FALSE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,37823,"Apr",1295.43
219,2,3307,"13/11/17",FALSE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,40487,"Nov",64.9299999999999
220,10,1502,"09/04/17",TRUE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,41345,"Apr",1103.43
221,35,936,"08/05/17",FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,42688,"May",448.68
222,8,939,"08/07/17",TRUE,"Approved","Solex","Road","medium","small",1703.52,1516.13,40649,"Jul",187.39
223,2,2698,"30/11/17",FALSE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,40487,"Nov",64.9299999999999
224,69,579,"25/04/17",TRUE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,33879,"Apr",198.22
225,54,2036,"30/03/17",TRUE,"Approved","WeareA2B","Standard","medium","medium",1292.84,13.44,39915,"Mar",1279.4
226,8,3077,"10/03/17",FALSE,"Approved","Solex","Road","medium","small",1703.52,1516.13,34079,"Mar",187.39
227,86,369,"16/03/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,38482,"Mar",110.56
228,13,821,"04/04/17",TRUE,"Approved","Solex","Standard","medium","medium",1163.89,589.27,41345,"Apr",574.62
229,19,2687,"13/03/17",TRUE,"Approved","Trek Bicycles","Mountain","low","medium",574.64,459.71,40784,"Mar",114.93
230,86,681,"23/12/17",TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,41434,"Dec",110.56
